Codigo,Nombre,Provincia,Normativa de creaciÑn,Auxiliarato,Tecnicatura,Grado universitario,Dependencia,Habilitado,CUE
1448,UNIVERSIDAD DE SAN PABLO T,Tucumán,Decreto N 859 del 04/07/2007,NO,SI,SI,null,SI,"null,"
1449,UNIVERSIDAD ISALUD,CABA,Reconocimiento Definitivo Decreto 1914 del 10/12/2007,NO,SI,SI,null,SI,"null,"
1450,UNIVERSIDAD GASTON DACHARY,Misiones,null,NO,NO,SI,null,SI,"null,"
1451,UNIVERSIDAD DEL ESTE,Buenos Aires,null,null,null,null,null,SI,"null,"
1452,UNIVERSIDAD DE ASUNCION,null,null,NO,NO,SI,null,SI,"null,"
1454,INSTITUTO SUPERIOR DE FORMACION DOCENTE CONTINUA,Entre Ríos,RESOL. 869/91 C.G.E.- ENTRE RIOS,NO,SI,NO,null,SI,300122100
1455,INSTITUTO DE EDUCACION SUPERIOR N° 9-015 - VALLE DE UCO-,Mendoza,RES.1900-ME Y J- 1986,NO,SI,NO,null,SI,500124000
1456,ASOCIACION DE TRABAJADORES DE LA SANIDAD ARGENTINA FILIAL CORRIENTES,Corrientes,null,SI,NO,null,Privado,SI,"null,"
1457,HOSPITAL UNIVERSITARIO AUSTRAL,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1458,UNIVERSIDAD AUTONOMA DE ASUNCION,null,null,NO,NO,SI,null,SI,"null,"
1459,HOSPITAL PRIVADO DE LA COMUNIDAD,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1460,SANATORIO GUEMES,CABA,null,null,null,null,Privado,SI,"null,"
1461,SANATORIO OTAMENDI Y MIROLI S.A.,CABA,null,null,null,null,Privado,SI,"null,"
1462,INSTITUTO SUPERIOR FLENI,CABA,null,NO,SI,NO,Privado,SI,20248000
1463,SANATORIO DE LA TRINIDAD MITRE,CABA,null,null,null,null,Privado,SI,"null,"
1464,POLICLINICO DEL DOCENTE - OSPLAD,CABA,null,null,null,null,Obra social,SI,"null,"
1465,CENTRO GALLEGO DE BUENOS AIRES,CABA,null,null,null,null,Privado,SI,"null,"
1466,SANATORIO ADVENTISTA DEL PLATA,Entre Ríos,null,null,null,null,Privado,SI,"null,"
1467,FUNDACION SIRIO LIBANESA PARA LA SALUD,CABA,null,SI,SI,NO,Privado,SI,"null,"
1468,INSTITUTO PRIVADO  DE ESTUDIOS SUP. PARA LA IND. DE LA CONSTRUCCION  A -1450 UOCRA,CABA,Disp. 183/08 M.EDUCACION C.A.B.A.,NO,SI,NO,null,SI,20245000
1469,HOSPITAL DE PEDIATRIA DR. JUAN P. GARRAHAN,CABA,null,null,null,null,Nacional,SI,"null,"
1470,HOSPITAL ESCUELA JOSE FRANCISCO DE SAN MARTIN,Corrientes,null,null,null,null,Provincial,SI,"null,"
1472,CLINICA JURI DE CIRUGIA PLASTICA,CABA,null,null,null,null,Privado,SI,"null,"
1473,CENTRO OFTALMOLOGICO DR. DANIEL CHARLES,CABA,null,null,null,null,Privado,SI,"null,"
1474,HOSPITAL SAMIC DE OBERA - NIVEL III,Misiones,null,null,null,null,Provincial,SI,"null,"
1475,HOSPITAL UNIVERSIDAD ABIERTA INTERAMERICANA UAI,CABA,null,null,null,null,Universitario privado,SI,"null,"
1476,HOSPITAL ALEMAN,CABA,null,null,null,null,Privado,SI,"null,"
1477,UNIVERSIDAD NACIONAL DE SAN JUAN,San Juan,N 20.367 del 10/05/1973,NO,SI,SI,null,SI,"null,"
1478,CLINICA SAN LUCAS,Neuquén,null,null,null,null,Privado,SI,"null,"
1479,CENTRO DE ESTUDIOS DE TRELEW,Chubut,Resolución Nro.2485/93 CPE (actual Min. de Cultura y Educación de la Provincia del Chubut),SI,SI,NO,null,SI,260009900
1480,UNIVERSIDAD DE GUAYAQUIL,null,null,NO,NO,SI,null,SI,"null,"
1481,HOSPITAL DR. OSCAR ORIAS,Jujuy,null,null,null,null,Provincial,SI,"null,"
1482,HOSPITAL  ANGELA IGLESIA DE LLANO,Corrientes,null,null,null,null,Provincial,SI,"null,"
1483,ASOCIACION DE EMPLEADOS PUBLICOS DE CORRIENTES (A.E.P),Corrientes,null,null,null,null,Otros,SI,"null,"
1485,INSTITUTO INTERNACIONAL PROF 37,Corrientes,677/06,SI,NO,NO,null,NO,"null,"
1487,INSTITUTO SUPERIOR DEL PROFESORADO GENERAL SAN MARTIN,Corrientes,LEY 5813,SI,SI,NO,null,SI,"null,"
1488,INSTITUTO SUPERIOR PRIVADO SANTA RITA -,Formosa,null,SI,SI,NO,null,SI,340081100
1489,INSTITUTO SUPERIOR DE FORMACION DOCENTE Y TECNICA PEDRO GOYENA,La Rioja,null,NO,SI,NO,null,SI,460006000
1490,INSTITUTO DE FORMACION TECNICO SUPERIOR SAN MATEO,La Rioja,null,NO,SI,NO,null,SI,460080100
1491,INSTITUTO SUPERIOR DE FORMACION TECNICA PROFESIONAL DA VINCI  - COOPERATIVA ALETHEIA LTDA.,La Rioja,null,null,null,null,null,SI,460084400
1492,INSTITUTO DE EDUCACION SUPERIOR DE FORMACION TECNICA OTTO KRAUSE,La Rioja,null,NO,SI,null,null,SI,460001400
1493,ESCUELA SUPERIOR DE ENFERMERIA (ALLEN),Río Negro,Decreto Provincial 271/85,SI,SI,NO,null,SI,620094800
1495,HOSPITAL DR. SALVADOR MAZZA,Chaco,null,null,null,null,Provincial,SI,"null,"
1496,HOSPITAL DE  ELDORADO - NIVEL III,Misiones,null,null,null,null,Provincial,SI,"null,"
1497,HOSPITAL MILITAR REGIONAL MENDOZA,Mendoza,null,null,null,null,FFAA/Seguridad,SI,"null,"
1498,HOSPITAL MILITAR CENTRAL DR. COSME ARGERICH,CABA,null,NO,SI,null,null,SI,"null,"
1499,CLINICA SANTA ISABEL S.A.,CABA,null,null,null,null,Privado,SI,"null,"
1500,FLENI - SEDE BELGRANO,CABA,null,null,null,null,Privado,SI,"null,"
1505,ATSA FILIAL SAN JUAN,San Juan,null,SI,NO,null,Provincial,NO,"null,"
1507,CAPS CENTRO DE ADIESTRAMIENTO DR RENE FAVALORO,San Juan,null,null,null,null,Provincial,SI,"null,"
1509,UNIVERSIDAD NACIONAL DE COLOMBIA,null,null,NO,NO,SI,null,SI,"null,"
1510,UNIVERSIDAD SAN FRANCISCO DE CHUQUISACA,null,null,NO,NO,SI,null,SI,"null,"
1511,HOSPITAL PEDIATRICO JUAN PABLO II,Corrientes,null,null,null,null,Provincial,SI,"null,"
1514,HOSPITAL AERONAUTICO CORDOBA,Córdoba,null,null,null,null,FFAA/Seguridad,SI,"null,"
1515,DIMEBA - DIAGNOSTICO MEDICO BUENOS AIRES S.R.L.,CABA,null,null,null,null,Privado,SI,"null,"
1516,UNIVERSIDAD DE CALDAS,null,null,NO,NO,SI,null,SI,"null,"
1517,HOSPITAL GENERAL DE AGUDOS J. A. PENNA,CABA,null,null,null,null,Municipal,SI,"null,"
1518,FUNDACION UNIVERSITARIA SAN MARTIN,null,null,NO,NO,SI,null,SI,"null,"
1519,CLINICA PSIQUIATRICA DHARMA,CABA,null,null,null,null,Privado,SI,"null,"
1520,ESCUELA ARGENTINA DE PSICOMOTRICIDAD ACES A-1031,CABA,null,NO,SI,null,Privado,SI,20001600
1521,HOSPITAL MUNICIPAL DR. LEONIDAS LUCERO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1522,HOSPITAL ESPAÑOL,Santa Fe,null,null,null,null,Privado,SI,"null,"
1523,SOCIEDAD ESPAÑOLA DE BENEFICENCIA HOSPITAL ESPAÑOL,CABA,null,null,null,null,Privado,SI,"null,"
1524,HOSPITAL PUBLICO MATERNO INFANTIL,Salta,null,null,null,null,Provincial,SI,"null,"
1528,CENTRO DE ESTUDIOS INTERDISCIPLINARIOS PARA EL APRENDIZAJE Y LA COMUNICACION,CABA,null,NO,SI,null,null,SI,20002600
1529,INSTITUTO SANTA LUCIA,Entre Ríos,null,null,null,null,Privado,SI,"null,"
1530,INCOR - INSTITUTO DEL CORAZON,La Rioja,null,null,null,null,Privado,SI,"null,"
1531,HOSPITAL DEL NIÑO JESUS,Tucumán,null,null,null,null,Provincial,SI,"null,"
1532,INSTITUTO DE CARDIOLOGIA JUANA FRANCISCA CABRAL,Corrientes,null,null,null,null,Provincial,SI,"null,"
1533,CLINICA OFTALMOLOGICA DR. FOSTER,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1534,HOSPITAL SANITARIO INTERZONAL DE NIÑOS EVA PERON,Catamarca,null,null,null,null,Provincial,SI,"null,"
1535,C.E.N.S. N° 1 VILLA MERCEDES,San Luis,null,SI,NO,null,null,SI,740034700
1536,HOSPITAL ITALIANO DE BUENOS AIRES,CABA,null,null,null,null,Privado,SI,"null,"
1537,HOSPITAL PROVINCIAL NEUQUEN - DR. EDUARDO CASTRO RENDON,Neuquén,null,null,null,null,Provincial,SI,"null,"
1538,INSTITUTO ARGENTINO DE INVESTIGACIONES NEUROLOGICAS,CABA,null,null,null,null,Privado,NO,"null,"
1539,CLINICA BAZTERRICA S.A.,CABA,null,null,null,null,Privado,SI,"null,"
1540,CLINICA MODELO DE LANUS,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1541,SANATORIO PARQUE,Santa Fe,null,null,null,null,Privado,SI,"null,"
1542,INSTITUTO CARDIOVASCULAR DE ROSARIO,Santa Fe,null,null,null,null,Privado,SI,"null,"
1543,SANATORIO ARGENTINO S.R.L.,San Juan,null,null,null,null,Privado,SI,"null,"
1544,HOSPITAL BRITANICO DE BUENOS AIRES,CABA,null,null,null,null,Privado,SI,"null,"
1545,HOSPITAL DE ALTA COMPLEJIDAD EL CRUCE,Buenos Aires,null,null,null,null,Nacional,SI,"null,"
1546,SANATORIO ALLENDE,Córdoba,null,null,null,null,Privado,SI,"null,"
1547,SANATORIO DE NIÑOS,Santa Fe,null,null,null,null,Privado,SI,"null,"
1548,CENTRO DE DIAGNOSTICO DE ALTA COMPLEJIDAD - MEDICAL IMAGE (AV. SCALABRINI ORTIZ 1386),CABA,null,null,null,null,Privado,SI,"null,"
1549,ICBA INSTITUTO CARDIOVASCULAR DE BUENOS AIRES,CABA,null,null,null,null,Privado,SI,"null,"
1550,HOSPITAL SAN VICENTE DE PAUL DE ORAN,Salta,null,null,null,null,Provincial,SI,"null,"
1551,CASA HOSPITAL SAN JUAN DE DIOS,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1552,CLINICA MODELO DE MORON,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1553,SANATORIO FRANCHIN - OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,CABA,null,null,null,null,Obra social,SI,"null,"
1554,INSTITUTO SUPERIOR DE OTORRINOLARINGOLOGIA S.A.,CABA,null,null,null,null,Privado,SI,"null,"
1556,HOSPITAL SANITARIO INTERZONAL SAN JUAN BAUTISTA (CAPITAL),Catamarca,null,null,null,null,Provincial,SI,"null,"
1557,HOSPITAL GENERAL GUEMES,Chaco,null,null,null,null,Provincial,SI,"null,"
1558,INSTITUTO DE CARDIOLOGIA Y CIRUGIA CARDIOVASCULAR - FUNDACION FAVALORO (EDIFICIO CENTRAL),CABA,null,null,null,null,Privado,SI,"null,"
1559,HOSPITAL DE NIÑOS DR. HECTOR QUINTANA,Jujuy,null,null,null,null,Provincial,SI,"null,"
1560,HOSPITAL NACIONAL PROFESOR DR. A. POSADAS,Buenos Aires,null,null,null,null,Nacional,SI,"null,"
1561,HOSPITAL PUBLICO PROVINCIAL DE AUTOGESTION  NIVEL III DR. FERNANDO BARREYRO,Misiones,null,null,null,null,Provincial,SI,"null,"
1562,HOSPITAL PEDIATRICO DR. AVELINO LORENZO CASTELAN,Chaco,null,null,null,null,Provincial,SI,"null,"
1563,HOSPITAL 4 DE JUNIO RAMON CARRILLO,Chaco,null,null,null,null,Provincial,SI,"null,"
1564,HOSPITAL REGIONAL DE GOYA PROF. DR. CAMILO MUNIAGURRIA,Corrientes,null,null,null,null,Provincial,SI,"null,"
1565,I.S.P.I. NRO 4016 HUMANITAS,Santa Fe,Disp. 1847/84,NO,SI,null,null,SI,820033000
1566,HOSPITAL NAVAL BUENOS AIRES CIRUJANO MAYOR DR. PEDRO MALLO,CABA,null,null,null,null,FFAA/Seguridad,SI,"null,"
1567,HOSPITAL MILITAR CAMPO DE MAYO,Buenos Aires,null,null,null,null,FFAA/Seguridad,SI,"null,"
1568,INSTITUTO DE EDUCACION SUPERIOR N°2,Jujuy,null,NO,SI,null,null,SI,380073901
1569,"E.M.D.E.I., ESCUELA MODELO DE EDUCACION INTEGRAL",Jujuy,null,NO,SI,null,null,SI,null
1570,"INSTITUTO SUPERIOR EN FORMACION, CAPACITACION Y SUPERACION PROFESIONAL LIC. MYRIAM GLOSS",Jujuy,Res. 2413-E/2008,NO,SI,null,null,SI,null
1572,INSTITUTO DE EDUCACION SUPERIOR N°11,Jujuy,RESOL. 0027-E/2009,NO,SI,null,null,SI,380097800
1575,HOSPITAL AERONAUTICO CENTRAL,CABA,null,null,null,null,FFAA/Seguridad,SI,"null,"
1576,HOSPITAL PABLO SORIA,Jujuy,null,null,null,null,Provincial,SI,"null,"
1577,INSTITUTO DE EDUCACION SUPERIOR DEL CENTRO DE LA REPUBLICA DR. ANGEL DIEGO MARQUEZ,Córdoba,Resolución del Ministerio de Educación de la NaciÑn Nro 902-87.,NO,SI,null,null,SI,140337300
1578,HOSPITAL INTERZONAL ZAPALA,Neuquén,null,null,null,null,Provincial,SI,"null,"
1579,POLICLINICO NEUQUEN INSTITUTO DE D Y T. SA,Neuquén,null,null,null,null,Privado,SI,"null,"
1580,CEMIC - HOSPITAL UNIVERSITARIO SEDE SAAVEDRA,CABA,null,null,null,null,Privado,SI,"null,"
1581,INSTITUTO CARDIOVASCULAR INFANTIL,CABA,null,null,null,null,Privado,SI,"null,"
1582,FUNDACION ARAUZ,CABA,null,null,null,null,Privado,SI,"null,"
1583,POLICLINICA BANCARIA 9 DE JULIO - OSBA,CABA,null,null,null,null,Obra social,SI,"null,"
1584,CLINICA DE OJOS DR. NANO,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1585,HOSPITAL COMPLEJO MEDICO DE LA POLICIA FEDERAL CHURRUCA - VISCA,CABA,null,null,null,null,FFAA/Seguridad,SI,"null,"
1586,SANATORIO NUESTRA SEÑORA DEL ROSARIO S.A.,Jujuy,null,null,null,null,Privado,SI,"null,"
1587,INSTITUTO DEL CORAZON DENTON A. COOLEY (SANATORIO),CABA,null,null,null,null,Privado,SI,"null,"
1588,HOSPITAL ASOCIACION DE BENEFICENCIA HOSPITAL SIRIO LIBANES,CABA,null,null,null,null,Privado,SI,"null,"
1589,HOSPITAL ISRAELITA EZRAH,CABA,null,null,null,null,Privado,SI,"null,"
1590,MINISTERIO DE SALUD DE SAN JUAN,San Juan,null,SI,SI,null,null,SI,"null,"
1591,CENTRO CHOUELA - DERMATOLOGIA Y ESTETICA,CABA,null,null,null,null,Privado,SI,"null,"
1592,HOSPITAL PRIVADO CENTRO MEDICO DE CORDOBA S.A.,Córdoba,null,null,null,null,Privado,SI,"null,"
1593,INSTITUTO VISION OFTALMOLOGICA S.R.L.,Tucumán,null,null,null,null,Privado,SI,"null,"
1594,HOSPITAL REGIONAL NUESTRA SEÑORA DE LA CANDELARIA,Tierra del Fuego,null,null,null,null,Provincial,SI,"null,"
1595,HOSPITAL  ARTEMIDES  ZATTI,Río Negro,null,null,null,null,Provincial,SI,"null,"
1596,HOSPITAL REGIONAL COMODORO RIVADAVIA,Chubut,null,null,null,null,Provincial,SI,"null,"
1597,HOSPITAL RURAL SARMIENTO,Chubut,null,null,null,null,Provincial,SI,"null,"
1598,HOSPITAL SUBZONAL EL MAITEN,Chubut,null,null,null,null,Provincial,SI,"null,"
1599,HOSPITAL SUB ZONAL SANTA TERESITA DE RAWSON,Chubut,null,null,null,null,Provincial,SI,"null,"
1600,HOSPITAL ZONAL ESQUEL,Chubut,null,null,null,null,Provincial,SI,"null,"
1601,HOSPITAL ZONAL TRELEW (CENTRO DE DIA),Chubut,null,null,null,null,Provincial,NO,"null,"
1602,HOSPITAL AREA PROGRAMA SAN CARLOS DE BARILOCHE DR. RAMON CARRILLO,Río Negro,null,null,null,null,Provincial,SI,"null,"
1603,HOSPITAL AREA PROGRAMA EL BOLSON,Río Negro,null,null,null,null,Provincial,SI,"null,"
1604,HOSPITAL ZONAL DE CALETA OLIVIA PADRE JOSE TARDITO,Santa Cruz,null,null,null,null,Provincial,SI,"null,"
1605,HOSPITAL DISTRITAL LAS HERAS,Santa Cruz,null,null,null,null,Provincial,SI,"null,"
1606,HOSPITAL REGIONAL RIO GALLEGOS,Santa Cruz,null,null,null,null,Provincial,SI,"null,"
1607,ESTABLECIMIENTO ASISTENCIAL GOBERNADOR CENTENO,La Pampa,null,null,null,null,Provincial,SI,"null,"
1608,ESTABLECIMIENTO ASISTENCIAL DR. LUCIO MOLAS,La Pampa,null,null,null,null,Provincial,SI,"null,"
1609,HOSPITAL ZONAL ELEAZAR HERRERA MOTTA,La Rioja,null,null,null,null,Provincial,SI,"null,"
1610,HOSPITAL REGIONAL ENRIQUE VERA BARROS,La Rioja,null,null,null,null,Provincial,SI,"null,"
1611,HOSPITAL ANTONIO J. SCARAVELLI - TUNUYAN,Mendoza,null,null,null,null,Provincial,SI,"null,"
1612,HOSPITAL DOMINGO SICOLI - LAVALLE,Mendoza,null,null,null,null,Provincial,SI,"null,"
1613,HOSPITAL CARLOS F. SAPORITI - RIVADAVIA,Mendoza,null,null,null,null,Provincial,SI,"null,"
1614,HOSPITAL DR MARCIAL V. QUIROGA,San Juan,null,null,null,null,Provincial,SI,"null,"
1615,HOSPITAL DR. GUILLERMO RAWSON,San Juan,null,null,null,null,Provincial,SI,"null,"
1616,HOSPITAL ALFREDO I. PERRUPATO - SAN MARTIN,Mendoza,null,null,null,null,Provincial,SI,"null,"
1617,HOSPITAL HUMBERTO J. NOTTI - GUAYMALLEN,Mendoza,null,null,null,null,Provincial,SI,"null,"
1618,HOSPITAL DIEGO PAROISSIEN - MAIPU,Mendoza,null,null,null,null,Provincial,SI,"null,"
1619,HOSPITAL TEODORO J. SCHESTAKOW - SAN RAFAEL,Mendoza,null,null,null,null,Provincial,SI,"null,"
1620,HOSPITAL LUIS C. LAGOMAGGIORE - CAPITAL,Mendoza,null,null,null,null,Provincial,SI,"null,"
1621,INSTITUTO SUPERIOR MADRE TERESA DE CALCUTA -,Corrientes,null,SI,SI,null,null,SI,180165900
1622,POLICLINICA REGIONAL JUAN D. PERON- VILLA MERCEDES,San Luis,null,null,null,null,Provincial,SI,"null,"
1623,UPA N° 4 Bï¾º MISKY MAYU,Santiago del Estero,null,null,null,null,Provincial,SI,"null,"
1624,CENTRO PROVINCIAL DE SALUD INFANTIL EVA PERON,Santiago del Estero,null,null,null,null,Provincial,SI,"null,"
1625,UPA N° 6 Bï¾º SMATA,Santiago del Estero,null,null,null,null,Provincial,SI,"null,"
1626,HOSPITAL REGIONAL DR RAMON CARRILLO,Santiago del Estero,null,null,null,null,Provincial,SI,"null,"
1627,CENTRO DE SALUD EVA PERON,Formosa,null,null,null,null,Provincial,SI,"null,"
1628,SAPS ANAHI,Corrientes,null,null,null,null,Municipal,SI,"null,"
1629,HOSPITAL JOSE RAMON VIDAL ( NECOCHEA 1050),Corrientes,null,null,null,null,Provincial,SI,"null,"
1630,HOSPITAL DR. EMILIO FEDERICO RODRIGUEZ,Chaco,null,null,null,null,Provincial,SI,"null,"
1631,HOSPITAL FELIX ANSELMO PERTILE,Chaco,null,null,null,null,Provincial,SI,"null,"
1632,INSTITUTO DE ONCOLOGIA ANGEL H. ROFFO,CABA,null,null,null,null,Universitario pÑblico,SI,"null,"
1633,CENTRO MEDICO LA PEQUEÑA FAMILIA,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1634,POLICLINICA PRIVADA OSUOMRA,Buenos Aires,null,null,null,null,Obra social,SI,"null,"
1635,ARGUS DIAGNOSTICO MEDICO,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1636,CLINICA PRIVADA ESPCECIALIDADES VILLA MARIA,Córdoba,null,null,null,null,Privado,SI,"null,"
1637,CLINICA DEL NIÑO QUILMES SA,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1638,CLINICA DEL NIÑO Y LA MADRE,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1639,CLINICA DEL SOL,CABA,null,null,null,null,Privado,SI,"null,"
1640,CLINICA DEL VALLE ( COMODORO RIVADAVIA),Chubut,null,null,null,null,Privado,SI,"null,"
1641,CLINICA ESTRADA,Buenos Aires,null,null,null,null,Privado,NO,"null,"
1642,CLINICA PASTEUR SA,Neuquén,null,null,null,null,Privado,SI,"null,"
1643,CLINICA PRIVADA BAHIENSE SA,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1644,CLINICA PRIVADA PUEYRREDON,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1645,CONSULTORIOS EXTERNOS DE LA CLINICA VAN THIENEN,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1646,CLINICA PRIVADA FUMEBA HOSPITAL PRIVADO DEL SUR,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1647,SANATORIO MODELO NUESTRA SEÑORA DE LA MERCED,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1648,INSTITUTO MEDICO RIO CUARTO,Córdoba,null,null,null,null,Privado,SI,"null,"
1649,SANATORIO PVDO. DIETETICO SERRANO DIQUECITO,Córdoba,null,null,null,null,Privado,SI,"null,"
1650,SANATORIO ITOIZ,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1651,SANATORIO MATER DEI,CABA,null,null,null,null,Privado,SI,"null,"
1652,SANATORIO MODELO QUILMES,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1653,SANATORIO RIO NEGRO S.A.,Río Negro,null,null,null,null,Privado,SI,"null,"
1654,SANATORIO SAN MIGUEL SACIF,Buenos Aires,null,null,null,null,Privado,SI,"null,"
1655,VIDT CENTRO MEDICO,CABA,null,null,null,null,Privado,SI,"null,"
1656,HOSPITAL 9 DE JULIO,Chaco,null,null,null,null,Provincial,SI,"null,"
1657,HOSPITAL COLONIA NACIONAL DR. MANUEL MONTES DE OCA,Buenos Aires,null,null,null,null,Nacional,SI,"null,"
1658,HOSPITAL CENTRAL DE SAN ISIDRO,Buenos Aires,null,null,null,null,Municipal,SI,"null,"
1659,HOSPITAL NACIONAL DR. BALDOMERO SOMMER,Buenos Aires,null,null,null,null,Nacional,SI,"null,"
1660,INSTITUTO NACIONAL DE REHABILITACION PSICOFISICA DEL SUR,Buenos Aires,null,null,null,null,Nacional,SI,"null,"
1661,MATERNIDAD PROVINCIAL 25 DE MAYO,Catamarca,null,null,null,null,Provincial,SI,"null,"
1662,HOSPITAL DR. J. C. PERRANDO,Chaco,null,null,null,null,Provincial,SI,"null,"
1663,HOSPITAL ZONAL ISOLA PUERTO MADRYN,Chubut,null,null,null,null,Provincial,SI,"null,"
1664,HOSPITAL DR. ARTURO ILLIA DE ALTA GRACIA,Córdoba,null,null,null,null,Provincial,SI,"null,"
1666,HOSPITAL CORDOBA,Córdoba,null,null,null,null,Provincial,SI,"null,"
1667,HOSPITAL REGIONAL DOMINGO FUNES - VILLA CAEIRO,Córdoba,null,null,null,null,Provincial,SI,"null,"
1668,HOSPITAL DE NIÑOS DE LA SANTISIMA TRINIDAD,Córdoba,null,null,null,null,Provincial,SI,"null,"
1669,HOSPITAL REGIONAL VILLA DOLORES,Córdoba,null,null,null,null,Provincial,SI,"null,"
1670,HOSPITAL MATERNO NEONATAL,Córdoba,null,null,null,null,Provincial,SI,"null,"
1671,HOSPITAL MATERNO PROVINCIAL FELIPE LUCCINI,Córdoba,null,null,null,null,Provincial,SI,"null,"
1672,"INSTITUTO DE DOCENCIA, INVESTIGACION Y CAPACITACION LAB DE LA SANIDAD ARG.",Chubut,null,null,null,null,Privado,SI,260061100
1673,UNIVERSIDAD AUTONOMA JUAN MISAEL SARACHO,null,null,NO,NO,SI,null,SI,"null,"
1674,HOSPITAL NUESTRA SEÑORA DE LA MISERICORDIA,Córdoba,null,null,null,null,Provincial,SI,"null,"
1675,HOSPITAL PEDIATRICO DEL NIÑO JESUS,Córdoba,null,null,null,null,Provincial,SI,"null,"
1676,HOSPITAL RAWSON,Córdoba,null,null,null,null,Provincial,SI,"null,"
1677,HOSPITAL REGIONAL JOSE BERNARDO ITURRASPE,Córdoba,null,null,null,null,Provincial,SI,"null,"
1678,HOSPITAL REGIONAL VICENTE AGUERO,Córdoba,null,null,null,null,Provincial,SI,"null,"
1679,HOSPITAL MUNICIPAL RENE FAVALORO,Córdoba,null,null,null,null,Municipal,SI,"null,"
1680,HOSPITAL MUNICIPAL SAN ROQUE,Córdoba,null,null,null,null,Municipal,SI,"null,"
1681,HOSPITAL TRANSITO CACERES DE ALLENDE,Córdoba,null,null,null,null,Provincial,SI,"null,"
1682,NUEVO HOSPITAL SAN ANTONIO DE PADUA,Córdoba,null,null,null,null,Provincial,SI,"null,"
1683,HOSPITAL DE SALUD MENTAL SAN FRANCISCO DE ASIS,Corrientes,null,null,null,null,Provincial,SI,"null,"
1684,HOSPITAL ESCUELA DE AGUDOS DR. RAMON MADARIAGA.   NIVEL III,Misiones,null,null,null,null,Provincial,SI,"null,"
1685,HOSPITAL CENTENARIO,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1686,HOSPITAL DELICIA CONCEPCION MASVERNAT,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1687,HOSPITAL ESCUELA DR. ANTONIO L. ROBALLOS,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1689,HOSPITAL MATERNO INFANTIL SAN ROQUE,Entre Ríos,null,null,null,null,Provincial,SI,"null,"
1690,HOSPITAL SAN ROQUE,Entre Ríos,null,null,null,null,Provincial,NO,"null,"
1691,HOSPITAL GENERAL DE AGUDOS BERNARDINO RIVADAVIA,CABA,null,null,null,null,Municipal,SI,"null,"
1692,HOSPITAL GENERAL DE AGUDOS  P. PIÑERO,CABA,null,null,null,null,Municipal,SI,"null,"
1693,HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD,CABA,null,null,null,null,Municipal,SI,"null,"
1694,HOSPITAL GENERAL DE AGUDOS DR. ABEL ZUBIZARRETA,CABA,null,null,null,null,Municipal,SI,"null,"
1695,HOSPITAL GENERAL DE AGUDOS  J. M. RAMOS MEJIA,CABA,null,null,null,null,Municipal,SI,"null,"
1696,HOSPITAL GENERAL DE AGUDOS DR. C. ARGERICH,CABA,null,null,null,null,Municipal,SI,"null,"
1697,HOSPITAL GENERAL DE AGUDOS DONACION F. SANTOJANNI,CABA,null,null,null,null,Municipal,SI,"null,"
1698,HOSPITAL GENERAL DE AGUDOS  DR. E. TORNU,CABA,null,null,null,null,Municipal,SI,"null,"
1699,HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ,CABA,null,null,null,null,Municipal,SI,"null,"
1700,HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ,CABA,null,null,null,null,Municipal,SI,"null,"
1701,HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO,CABA,null,null,null,null,Municipal,SI,"null,"
1702,HOSPITAL GENERAL DE AGUDOS DR. G. DURAND,CABA,null,null,null,null,Municipal,SI,"null,"
1703,HOSPITAL CENTRAL,Formosa,null,null,null,null,Provincial,SI,"null,"
1704,HOSPITAL DE LA MADRE Y EL NIÑO,Formosa,null,null,null,null,Provincial,SI,"null,"
1705,HOSPITAL PSIQUIATRICO DR. NESTOR SEQUEIROS,Jujuy,null,null,null,null,Provincial,SI,"null,"
1706,HOSPITAL CARLOS PEREYRA - CAPITAL,Mendoza,null,null,null,null,Provincial,SI,"null,"
